vendor_id,vendor_performance_variability,shipping_route,warehouse_location,transportation_mode,political_instability_index,weather_condition_severity,disruption_occurred
V102,6.1,MiddleEast-Asia,Singapore,Road,7.01,3.54,1
V104,4.88,Asia-Europe,Berlin,Rail,6.56,6.39,1
V102,1.33,Africa-Europe,Singapore,Road,7.34,5.9,1
V106,2.61,MiddleEast-Asia,Shanghai,Air,3.66,1.37,0
V103,4.19,US-Asia,Shanghai,Rail,4.05,8.45,1
V106,5.99,Asia-Europe,New York,Air,5.54,4.75,1
V103,5.14,MiddleEast-Asia,Mumbai,Sea,9.38,1.62,1
V106,2.88,Europe-US,Dubai,Rail,7.24,1.23,0
V104,0.06,Africa-Europe,Singapore,Rail,5.51,9.66,1
V105,4.96,Asia-Europe,Shanghai,Rail,7.7,2.82,1
V104,2.86,MiddleEast-Asia,Berlin,Air,3.71,9.09,1
V102,7.35,Asia-Europe,Singapore,Air,7.3,4.11,1
V104,0.24,Europe-US,New York,Sea,4.11,3.86,0
V101,5.85,US-Asia,New York,Road,2.8,7.01,1
V102,9.41,MiddleEast-Asia,Shanghai,Road,6.1,0.1,1
V106,1.74,Asia-Europe,Shanghai,Air,6.87,3.38,0
V102,4.72,Asia-Europe,Shanghai,Rail,4.59,3.03,0
V105,0.91,Asia-Europe,Dubai,Road,5.66,8.68,1
V103,6.26,US-Asia,Shanghai,Road,6.94,5.29,1
V106,5.51,Asia-Europe,Singapore,Air,7.68,3.65,1
V102,4.07,Africa-Europe,Singapore,Sea,8.96,2.66,1
V106,5.21,Africa-Europe,Mumbai,Air,3.55,5.91,1
V106,8.97,Asia-Europe,Berlin,Air,9.51,1.52,1
V106,1.96,Africa-Europe,Shanghai,Rail,6.37,2.46,0
V103,0.23,MiddleEast-Asia,Singapore,Air,7.88,2.94,0
V104,8.62,Africa-Europe,Singapore,Rail,7,6.08,1
V106,5.77,Asia-Europe,Singapore,Sea,2.06,3.73,0
V101,8.91,Europe-US,Dubai,Rail,0.71,5.06,1
V105,5.97,MiddleEast-Asia,Berlin,Sea,7.26,6.5,1
V103,8.1,US-Asia,New York,Sea,5.11,9.56,1
V102,4.3,Asia-Europe,Singapore,Sea,7.02,7.65,1
V103,7.5,US-Asia,Shanghai,Air,4.77,4.05,1
V102,9.13,Europe-US,Singapore,Rail,3.12,7.48,1
V103,5.72,US-Asia,Berlin,Road,2.85,9.5,1
V102,1.81,Asia-Europe,New York,Air,7.31,4.99,1
V106,2.69,Asia-Europe,Dubai,Sea,2.77,4.1,0
V104,1.99,Europe-US,Mumbai,Road,7.15,0.78,0
V102,2.47,Asia-Europe,Shanghai,Air,3.84,8.92,1
V102,3.06,Europe-US,Mumbai,Road,7.71,2.46,1
V101,5.55,Europe-US,Dubai,Sea,1.43,0.64,0
V102,5.88,Asia-Europe,Berlin,Road,2.05,5.37,1
V101,4.26,Africa-Europe,Berlin,Road,6.86,8.46,1
V105,6.15,Europe-US,Dubai,Sea,5.6,4.07,1
V106,0.82,Asia-Europe,Singapore,Road,2.04,7.83,0
V101,0.88,Africa-Europe,Dubai,Air,9.03,8.36,1
V104,1.72,Europe-US,Shanghai,Road,2.76,4.54,0
V106,5.18,Africa-Europe,New York,Rail,4.21,5.91,1
V101,2.14,MiddleEast-Asia,Mumbai,Air,2.02,5.34,0
V106,2.83,MiddleEast-Asia,Mumbai,Road,3.88,9.39,1
V106,4,Africa-Europe,Berlin,Rail,4.92,7.26,1
V106,8.12,Europe-US,Singapore,Rail,2.95,9.25,1
V105,0.14,Asia-Europe,Berlin,Rail,7.69,2.2,0
V104,6.49,US-Asia,Shanghai,Road,3.94,3.1,1
V103,6.69,Asia-Europe,Dubai,Sea,7.3,0.71,1
V103,7.99,US-Asia,Mumbai,Rail,2.07,5,1
V101,9.33,US-Asia,Shanghai,Sea,3.77,8.74,1
V106,0.2,Europe-US,Berlin,Air,0.08,3.27,0
V101,1.54,Africa-Europe,Berlin,Sea,7.59,1.28,0
V105,8.86,Asia-Europe,Mumbai,Sea,6.26,0.68,1
V105,4.59,Africa-Europe,Berlin,Sea,8.18,4.48,1
V102,5.65,MiddleEast-Asia,Singapore,Sea,4.56,1.64,0
V105,6.63,Europe-US,Berlin,Sea,8,3.46,1
V102,6.79,Europe-US,New York,Air,6.48,8.2,1
V104,9.32,MiddleEast-Asia,Dubai,Air,0.04,3.84,1
V101,9.97,Asia-Europe,Berlin,Sea,2.54,6.1,1
V104,7.2,MiddleEast-Asia,New York,Sea,4.94,5.02,1
V105,2.87,Asia-Europe,Shanghai,Rail,6.19,7.19,1
V104,8.8,US-Asia,Berlin,Air,0.66,1.56,0
V104,0.49,Europe-US,Singapore,Road,7.05,9.2,1
V104,2.31,Asia-Europe,Shanghai,Air,5.44,6.44,1
V105,8.97,Africa-Europe,Berlin,Road,5.26,2.71,1
V106,2.56,Africa-Europe,Mumbai,Rail,2.92,1.23,0
V104,2.21,Europe-US,New York,Sea,5.95,1.5,0
V102,1.38,MiddleEast-Asia,New York,Rail,0.27,7.83,0
V105,8.59,MiddleEast-Asia,Mumbai,Sea,0.65,5.88,1
V104,5,Asia-Europe,Dubai,Air,7.34,3.81,1
V106,6.75,MiddleEast-Asia,Singapore,Sea,3.22,3.33,1
V105,2.39,Europe-US,New York,Road,3.47,8.56,1
V103,7.58,Asia-Europe,Shanghai,Road,2.08,8.75,1
V106,7.6,US-Asia,Singapore,Rail,4.46,5.81,1
V102,3.13,MiddleEast-Asia,New York,Air,0.52,5.25,0
V104,4.11,MiddleEast-Asia,Dubai,Road,3,8.16,1
V103,2.1,Asia-Europe,Shanghai,Rail,5.27,7.49,1
V103,9.77,Africa-Europe,Singapore,Air,4.66,4,1
V105,6.46,MiddleEast-Asia,Shanghai,Air,10,0.83,1
V103,9.35,Europe-US,Mumbai,Rail,3.89,7.69,1
V102,3.03,MiddleEast-Asia,Berlin,Road,3.87,1.69,0
V102,7.82,US-Asia,Mumbai,Road,5.04,0.16,1
V101,7.66,MiddleEast-Asia,Singapore,Rail,1.9,8.43,1
V102,6.92,Africa-Europe,Berlin,Road,8.76,5.78,1
V106,9.66,MiddleEast-Asia,Mumbai,Rail,5.72,8.92,1
V103,3.94,Asia-Europe,Berlin,Road,1.92,4.85,0
V102,1.31,MiddleEast-Asia,New York,Road,7.93,9.26,1
V105,6.72,Africa-Europe,Shanghai,Rail,0.34,3.54,0
V101,7.29,Asia-Europe,Berlin,Rail,9.83,7.25,1
V103,5.75,Europe-US,New York,Road,8.65,3.01,1
V101,2.07,Asia-Europe,Dubai,Rail,5.8,0.01,0
V103,5.04,US-Asia,Mumbai,Road,1.11,3.8,0
V105,3.12,Asia-Europe,Dubai,Sea,2.15,7.38,1
V101,4.27,Europe-US,Singapore,Air,2.79,1.5,0
V104,6.45,MiddleEast-Asia,New York,Air,2.41,5.05,1
V106,7.45,Asia-Europe,Dubai,Road,4.98,2.12,1
V106,2.32,Asia-Europe,Dubai,Air,9.45,0.75,1
V103,4.05,Asia-Europe,New York,Road,4.44,6.17,1
V104,2.69,Asia-Europe,Shanghai,Rail,6.62,9.52,1
V101,1.99,Europe-US,Berlin,Sea,6.89,3.11,0
V104,7.83,Africa-Europe,Singapore,Air,8.72,5.81,1
V104,9.09,Africa-Europe,Singapore,Air,0.34,9.54,1
V101,3.7,Asia-Europe,Mumbai,Rail,4.04,6.5,1
V105,7.51,Europe-US,Berlin,Sea,7.85,6.73,1
V104,8.97,Europe-US,Mumbai,Sea,8.15,1.79,1
V104,8.46,Asia-Europe,Singapore,Sea,9.27,4.93,1
V105,1.83,US-Asia,Berlin,Rail,7.03,3.67,1
V104,9.56,Asia-Europe,Dubai,Air,2.45,4.71,1
V104,3.77,US-Asia,Shanghai,Air,5.06,8.01,1
V104,3.39,Asia-Europe,Dubai,Sea,0.32,4.61,0
V106,0.62,US-Asia,Shanghai,Rail,6.47,0.63,0
V102,4.86,US-Asia,New York,Rail,5.54,9.06,1
V105,1.09,Asia-Europe,Mumbai,Rail,6.67,5.45,1
V104,2.49,US-Asia,Mumbai,Sea,9.3,9.24,1
V106,3.17,MiddleEast-Asia,New York,Rail,6.87,5.72,1
V105,8.09,Africa-Europe,Berlin,Sea,3.2,0.7,0
V103,8.75,Europe-US,New York,Sea,1.99,5.53,1
V103,3.02,US-Asia,Singapore,Sea,8.55,5.76,1
V104,8.59,US-Asia,New York,Road,1.94,2.14,1
V106,8.57,Europe-US,Shanghai,Sea,1.62,4.71,1
V106,7.65,US-Asia,Singapore,Rail,2.07,4.59,1
V105,1.47,Europe-US,New York,Road,5.09,6.23,1
V105,6.9,Asia-Europe,Mumbai,Air,1.24,2.6,0
V106,9.45,MiddleEast-Asia,Dubai,Air,9.38,5.82,1
V105,6.83,MiddleEast-Asia,Shanghai,Rail,9.66,2.41,1
V106,3.32,Africa-Europe,Shanghai,Rail,9.74,4.46,1
V102,5.01,US-Asia,Berlin,Rail,0.39,1.23,0
V106,6.46,Africa-Europe,Dubai,Rail,9.46,0.37,1
V103,5.11,Asia-Europe,Shanghai,Road,9.97,3.21,1
V105,1.2,MiddleEast-Asia,New York,Rail,9.42,2.75,1
V106,3.12,Asia-Europe,Shanghai,Sea,6.71,4.07,1
V106,8.02,Asia-Europe,Shanghai,Air,7.01,9.62,1
V105,8.61,US-Asia,Shanghai,Rail,1.22,5.22,1
V102,1.37,Asia-Europe,Berlin,Sea,8.74,5.53,1
V102,9.52,MiddleEast-Asia,Shanghai,Rail,0.6,9.42,1
V105,3.29,Africa-Europe,Shanghai,Sea,3.18,9.21,1
V101,6.62,MiddleEast-Asia,Berlin,Road,9.91,8.84,1
V105,7.52,US-Asia,Singapore,Air,4.22,0.98,1
V105,8.12,MiddleEast-Asia,Dubai,Air,1.31,6.34,1
V102,9.46,Europe-US,Singapore,Road,9.69,8.08,1
V102,3.13,Africa-Europe,Mumbai,Sea,9.84,8.36,1
V105,8.59,Europe-US,Berlin,Rail,1.87,5.78,1
V105,1.32,Europe-US,Berlin,Sea,8.65,0.17,0
V105,7.05,US-Asia,Shanghai,Air,3.9,9.74,1
V102,7.42,Asia-Europe,Shanghai,Road,3.81,4.72,1
V105,6.78,Europe-US,Mumbai,Road,2.63,3.94,1
V105,2.52,MiddleEast-Asia,Shanghai,Sea,0.45,3.95,0
V104,8.73,Asia-Europe,New York,Sea,2.68,4.24,1
V101,1.69,MiddleEast-Asia,Shanghai,Road,0.54,2.42,0
V103,0.54,MiddleEast-Asia,Shanghai,Air,9.24,3.27,1
V101,7.17,Asia-Europe,New York,Rail,6.62,9.85,1
V104,4.75,Asia-Europe,Mumbai,Rail,8.87,3.68,1
V103,8.49,MiddleEast-Asia,New York,Sea,7.17,5.27,1
V105,3.83,US-Asia,Berlin,Road,1.31,8.48,1
V104,1.68,Africa-Europe,New York,Road,9.41,5.27,1
V105,8.36,Africa-Europe,Dubai,Road,9,3.24,1
V102,5.49,US-Asia,Berlin,Air,3.48,5.24,1
V106,1.89,Asia-Europe,Shanghai,Sea,1.12,1.14,0
V104,7.2,MiddleEast-Asia,Berlin,Sea,7.04,1.3,1
V102,5.11,Africa-Europe,Mumbai,Sea,7.28,6.94,1
V104,6.04,MiddleEast-Asia,Mumbai,Air,8.97,9.17,1
V104,4.61,US-Asia,New York,Sea,0.53,7.26,0
V102,8.29,MiddleEast-Asia,Berlin,Rail,1.42,0.75,0
V103,8.3,US-Asia,Shanghai,Sea,5.98,4.03,1
V101,7.09,Asia-Europe,Mumbai,Sea,6.19,0.03,1
V105,1.05,US-Asia,Singapore,Sea,0.34,5.11,0
V104,8.39,US-Asia,Shanghai,Air,3.97,1.93,1
V105,6.71,Africa-Europe,Singapore,Rail,5.84,8.68,1
V106,6.97,MiddleEast-Asia,Dubai,Rail,7.38,1.04,1
V102,3.63,Africa-Europe,Singapore,Road,3.16,0.01,0
V105,8.79,Europe-US,Mumbai,Road,4.84,4.51,1
V102,7.25,US-Asia,New York,Rail,8.14,1.55,1
V105,1.13,Europe-US,Dubai,Sea,9.54,7.38,1
V101,4.08,Africa-Europe,Berlin,Sea,2.3,9.2,1
V101,8.86,MiddleEast-Asia,Shanghai,Sea,2.53,0.42,0
V101,0.47,Africa-Europe,Mumbai,Air,9.4,3.96,1
V101,9.61,MiddleEast-Asia,Dubai,Sea,3.96,9.97,1
V101,6.79,MiddleEast-Asia,Dubai,Air,7.18,7.33,1
V101,6.31,Asia-Europe,Mumbai,Rail,6.12,9.53,1
V102,2.71,US-Asia,Berlin,Sea,2.86,1.64,0
V104,2.49,Africa-Europe,Berlin,Sea,6.54,2.21,0
V105,9.42,MiddleEast-Asia,New York,Road,6.56,1.55,1
V101,2.98,Africa-Europe,Singapore,Rail,5.92,3.02,0
V102,7.76,Africa-Europe,Berlin,Sea,1,7.24,1
V102,3.93,MiddleEast-Asia,New York,Air,9.95,1.65,1
V102,1.39,Europe-US,Singapore,Rail,4,5.24,0
V104,0.11,US-Asia,Dubai,Road,6.38,2.69,0
V105,5.44,US-Asia,Mumbai,Rail,8.86,8.29,1
V104,9.76,Asia-Europe,Berlin,Air,4.23,0.07,1
V103,3.69,Asia-Europe,New York,Road,7.74,2.23,1
V102,3.57,Asia-Europe,Dubai,Air,9.72,6.05,1
V103,3.44,US-Asia,Berlin,Rail,3.59,0.97,0
V106,5.21,Europe-US,Shanghai,Road,4.05,4.66,1
V101,4.41,US-Asia,Dubai,Air,9.06,4.36,1
V101,8.8,US-Asia,Berlin,Rail,1.6,8.53,1
V104,5.06,US-Asia,Dubai,Air,0.29,6.25,0
V105,5.08,US-Asia,Mumbai,Sea,9.09,6.4,1
V103,1.38,Europe-US,Mumbai,Rail,8.22,9.52,1
V105,9.83,Asia-Europe,Mumbai,Road,9.73,9.82,1
V104,2.5,Africa-Europe,Singapore,Road,0.58,6.53,0
V101,0.73,Asia-Europe,Shanghai,Sea,1.56,5.22,0
V105,6.63,Asia-Europe,Mumbai,Air,1.05,6.08,1
V105,5.95,Africa-Europe,Shanghai,Air,6.83,3.82,1
V101,4.15,US-Asia,Mumbai,Road,6.06,9.87,1
V103,4.22,Europe-US,Singapore,Air,3.59,7.05,1
V101,7.85,Europe-US,Dubai,Rail,0.57,2.91,0
V105,1.96,Asia-Europe,Berlin,Rail,6.4,0.58,0
V103,8.2,Africa-Europe,Berlin,Road,5.7,0.45,1
V103,6.49,MiddleEast-Asia,Mumbai,Rail,1.13,2.05,0
V101,4.19,US-Asia,Berlin,Road,9.09,2.33,1
V105,4.58,Asia-Europe,Mumbai,Air,1.99,4.15,0
V104,2.57,Europe-US,Mumbai,Air,7.44,2.15,0
V105,7.52,Africa-Europe,New York,Air,8.85,6.31,1
V102,5.13,Africa-Europe,New York,Sea,5.79,2.11,1
V106,3.21,Asia-Europe,New York,Road,2.47,1.88,0
V104,5.96,MiddleEast-Asia,Shanghai,Rail,3.09,4.71,1
V103,9.96,Europe-US,New York,Air,8.86,8.89,1
V104,4.35,Asia-Europe,Mumbai,Sea,2.98,4.68,0
V103,9.21,MiddleEast-Asia,Singapore,Rail,7.46,4.14,1
V103,3.45,Africa-Europe,Singapore,Rail,9.9,5.78,1
V104,0.55,US-Asia,Dubai,Rail,10,2.57,1
V103,2.04,Europe-US,New York,Air,5.33,3.53,0
V103,4.19,Europe-US,Singapore,Rail,8.27,2.14,1
V102,2.2,MiddleEast-Asia,New York,Road,9.9,5.72,1
V105,0,Asia-Europe,Dubai,Sea,3.75,6.97,0
V105,9.15,Africa-Europe,Singapore,Rail,2.52,6.74,1
V106,8.44,MiddleEast-Asia,Mumbai,Rail,1.14,2.55,0
V106,7.42,US-Asia,Shanghai,Road,1.41,7.8,1
V102,1.68,US-Asia,New York,Rail,8.54,2.56,1
V106,1.2,US-Asia,Singapore,Air,5.89,1.5,0
V104,0.68,MiddleEast-Asia,Singapore,Air,8.74,3.5,1
V101,7.24,Africa-Europe,Dubai,Air,7.89,5.98,1
V101,9.29,Europe-US,Mumbai,Rail,6.74,1.42,1
V101,4.31,Asia-Europe,Berlin,Sea,6.09,6.48,1
V102,1.19,Europe-US,Singapore,Sea,0.48,8.63,0
V102,5.12,Africa-Europe,Shanghai,Rail,8.72,2.93,1
V103,3.49,Europe-US,Dubai,Sea,4.18,4.5,0
V101,3.75,MiddleEast-Asia,Singapore,Sea,5.6,2.28,0
V104,6.21,US-Asia,Singapore,Rail,0.22,3.61,0
V106,7.19,Africa-Europe,Dubai,Air,9.36,0.22,1
V104,1.11,Africa-Europe,Dubai,Rail,9.03,9.54,1
V106,0.36,Europe-US,New York,Air,5.43,4.16,0
V101,9.94,MiddleEast-Asia,Singapore,Air,5.77,7.89,1
V101,2.33,Europe-US,Berlin,Sea,7.05,1.43,0
V101,0.54,Europe-US,Shanghai,Sea,2.65,8.12,0
V102,1.9,Africa-Europe,Mumbai,Air,2.22,8.6,1
V106,0.39,Europe-US,Mumbai,Air,6.74,7.15,1
V102,3.92,US-Asia,Berlin,Sea,1.04,9.03,1
V102,8.02,Europe-US,Dubai,Road,4.54,1.67,1
V105,3.41,US-Asia,Dubai,Air,4.93,4.76,1
V104,4.44,Africa-Europe,Dubai,Air,3.81,6.2,1
V104,6.76,MiddleEast-Asia,Singapore,Air,1.85,5.96,1
V103,5.09,US-Asia,Dubai,Sea,3.55,8.61,1
V102,8.61,MiddleEast-Asia,Dubai,Rail,3.38,2.16,1
V106,8.66,MiddleEast-Asia,Singapore,Air,4.99,1.76,1
V105,0.1,US-Asia,Singapore,Air,6.75,2.53,0
V105,7.78,Africa-Europe,Berlin,Air,9.68,8.92,1
V104,4.61,Asia-Europe,New York,Rail,1.44,9.41,1
V102,9.89,MiddleEast-Asia,Singapore,Rail,8.73,5.7,1
V103,4.83,MiddleEast-Asia,Shanghai,Air,2.84,5.01,1
V102,9.87,Africa-Europe,Dubai,Air,5.91,6.05,1
V101,7.55,Africa-Europe,New York,Road,5.47,6.16,1
V102,2.49,Europe-US,Mumbai,Rail,5.57,1.7,0
V101,5.38,Africa-Europe,Berlin,Road,7.23,6.86,1
V101,9.92,MiddleEast-Asia,New York,Air,3.82,4.52,1
V103,8.58,US-Asia,Singapore,Air,3.19,5.17,1
V106,0.97,Asia-Europe,Dubai,Air,8.53,0.3,0
V104,7.06,Europe-US,Dubai,Air,2.2,7.65,1
V102,3.46,US-Asia,Dubai,Sea,1.8,8.35,1
V101,0.07,Asia-Europe,New York,Sea,0.16,6.19,0
V102,4.03,Asia-Europe,Dubai,Sea,2.11,7.49,1
V106,2.35,Asia-Europe,Singapore,Road,5.19,5.23,1
V104,8.19,US-Asia,New York,Rail,5.39,6.18,1
V106,3.37,Europe-US,Dubai,Air,2.54,3.95,0
V104,8.28,Europe-US,Mumbai,Rail,0.72,7.92,1
V105,0.01,Asia-Europe,Mumbai,Sea,7.45,4.68,0
V104,3.08,US-Asia,Shanghai,Air,7.58,6.8,1
V103,2.41,Asia-Europe,Dubai,Air,9.98,6.21,1
V106,2.34,Africa-Europe,Dubai,Road,9,7.02,1
V101,0.68,Europe-US,New York,Rail,9.26,7.85,1
V105,1.87,MiddleEast-Asia,New York,Road,7.98,5.13,1
V103,5.56,Asia-Europe,Dubai,Sea,6.16,8.13,1
V102,2.91,Africa-Europe,Shanghai,Rail,1.29,4.97,0
V106,4.17,Europe-US,Dubai,Sea,6.22,9.57,1
V101,3.77,US-Asia,Singapore,Road,0.56,7.53,0
V104,8.76,Europe-US,New York,Road,8.85,1.71,1
V101,9.05,US-Asia,Dubai,Air,4.82,8.3,1
V102,4.93,US-Asia,New York,Rail,6.97,5.52,1
V105,3.3,Asia-Europe,Dubai,Rail,0.52,9.84,1
V105,1.07,Asia-Europe,Berlin,Air,5.34,7.19,1
V106,9.53,Europe-US,New York,Rail,3.01,0.84,1
V105,0.6,Africa-Europe,Shanghai,Sea,2.85,3.95,0
V106,2.98,Europe-US,Berlin,Sea,3.9,5.17,0
V106,2.98,MiddleEast-Asia,Singapore,Road,0.01,8.39,0
V106,3.2,US-Asia,Dubai,Sea,4.67,7.29,1
V104,1.64,US-Asia,Singapore,Rail,4.87,3.69,0
V103,7.83,Asia-Europe,New York,Air,8.63,6.53,1
V106,1.22,Africa-Europe,Berlin,Road,4.49,5.77,0
V106,6.35,Asia-Europe,Singapore,Air,3.64,1.26,0
V103,1.24,MiddleEast-Asia,Shanghai,Road,9.95,2.35,1
V101,0.71,Europe-US,New York,Road,5.71,3.41,0
V106,9.09,Europe-US,Berlin,Air,4.73,1.95,1
V104,1.9,Africa-Europe,Singapore,Sea,4.96,1.5,0
V105,8.21,Asia-Europe,Berlin,Sea,8.09,0.58,1
V105,5.45,Asia-Europe,Berlin,Sea,3.41,8.73,1
V102,0.78,MiddleEast-Asia,Singapore,Sea,3.89,2.89,0
V102,9.55,Europe-US,Mumbai,Air,7.56,2.9,1
V105,2.47,Asia-Europe,Dubai,Rail,0.73,2.06,0
V105,8.6,Africa-Europe,New York,Road,8.65,4.75,1
V104,1.69,Europe-US,New York,Air,4.3,5.14,0
V103,8.54,MiddleEast-Asia,New York,Sea,5.81,2.08,1
V102,0.13,Africa-Europe,Berlin,Sea,7.57,6.09,1
V103,5.12,US-Asia,Singapore,Air,2.66,7.23,1
V104,7.69,MiddleEast-Asia,Dubai,Road,8.9,3.74,1
V105,9.35,Africa-Europe,Shanghai,Air,9.79,5.85,1
V106,9.09,Asia-Europe,New York,Air,4.94,5.02,1
V103,8.2,US-Asia,Singapore,Rail,9.37,1.96,1
V105,8.88,MiddleEast-Asia,Dubai,Air,0.01,7.3,1
V105,1.99,Asia-Europe,Dubai,Rail,8.94,8.01,1
V101,2.84,US-Asia,Mumbai,Road,3.11,6.49,0
V103,2.89,Europe-US,Singapore,Air,3.11,3.24,0
V106,3.77,Asia-Europe,New York,Air,2.28,9.27,1
V103,3.93,Africa-Europe,Berlin,Sea,3.17,4.55,0
V105,5.45,MiddleEast-Asia,Dubai,Air,2.13,2.66,0
V106,1.6,US-Asia,Dubai,Sea,9.06,4.08,1
V104,6.91,Asia-Europe,Shanghai,Sea,8.99,6.92,1
V101,1.68,Europe-US,Mumbai,Sea,1.02,8.46,0
V105,3.1,MiddleEast-Asia,Dubai,Road,1.43,3.57,0
V102,5.03,MiddleEast-Asia,Dubai,Rail,8.62,2.33,1
V102,7.96,Asia-Europe,Berlin,Sea,3.99,6.26,1
V101,7.39,Europe-US,Berlin,Air,1.69,9.21,1
V104,6.46,US-Asia,Shanghai,Air,5.11,1.83,1
V105,1.56,Asia-Europe,Singapore,Sea,4.17,8.03,1
V103,5.47,US-Asia,Shanghai,Sea,2.19,4.77,0
V101,0.87,MiddleEast-Asia,Shanghai,Air,7.21,8,1
V104,3.77,US-Asia,Berlin,Sea,6.31,5.06,1
V103,4.14,Europe-US,Singapore,Rail,1,3.77,0
V102,0.4,Africa-Europe,Berlin,Rail,9.25,6.97,1
V102,2.74,Europe-US,Mumbai,Road,5.58,9.01,1
V103,9.56,US-Asia,New York,Sea,2.5,3.2,1
V101,9.54,Asia-Europe,New York,Road,2.06,4.61,1
V102,3.52,MiddleEast-Asia,Mumbai,Road,1.36,2.29,0
V105,0.43,Africa-Europe,New York,Road,4.25,1.83,0
V106,1.79,Asia-Europe,Singapore,Sea,1.36,7.78,0
V103,3.92,Asia-Europe,Berlin,Road,4.16,2.01,0
V103,9.48,Europe-US,New York,Rail,1.49,7.93,1
V102,1.41,US-Asia,Singapore,Road,6.57,4.29,0
V101,7.64,Europe-US,Berlin,Rail,7.85,9.95,1
V105,1.09,US-Asia,Singapore,Rail,5.5,1.97,0
V101,9.81,Europe-US,Mumbai,Sea,6.8,0.93,1
V104,3.82,Asia-Europe,Shanghai,Road,9.38,0.75,1
V104,7.75,MiddleEast-Asia,Mumbai,Sea,6.38,8.35,1
V106,3.43,US-Asia,New York,Rail,3.64,4.38,0
V102,6.28,Africa-Europe,Berlin,Air,4.49,0.03,0
V102,1.92,Africa-Europe,Singapore,Road,8.61,8.75,1
V102,1.46,Asia-Europe,New York,Sea,1.31,8.77,0
V106,9.38,Europe-US,New York,Air,3.26,8.06,1
V104,9.18,Europe-US,Shanghai,Road,5.77,2.48,1
V101,8.87,Asia-Europe,New York,Road,6.76,3.73,1
V106,6.25,Africa-Europe,Shanghai,Sea,7.63,7.45,1
V106,8.08,Africa-Europe,Berlin,Air,3.18,4.89,1
V101,0.69,Europe-US,Berlin,Sea,1.46,1.54,0
V102,3.35,US-Asia,Singapore,Road,9.55,2.43,1
V105,3.14,MiddleEast-Asia,Shanghai,Road,0.76,9.73,1
V101,6.36,US-Asia,Mumbai,Rail,0.96,1.51,0
V104,3.56,Africa-Europe,Berlin,Road,4.95,7.26,1
V103,1.49,US-Asia,Singapore,Road,8.19,4.78,1
V103,5.96,MiddleEast-Asia,Mumbai,Air,7.75,7.49,1
V106,8.14,US-Asia,Berlin,Air,9.38,6.61,1
V103,3.82,US-Asia,Berlin,Rail,1.42,4.39,0
V105,1.32,US-Asia,Singapore,Rail,3.76,3.54,0
V102,1.97,US-Asia,Singapore,Rail,2.82,7.54,0
V104,2.37,Asia-Europe,Dubai,Sea,8.61,3.23,1
V105,3,Africa-Europe,New York,Sea,4.88,7.88,1
V104,6.43,MiddleEast-Asia,New York,Rail,0.27,6.8,1
V104,6.01,Africa-Europe,Mumbai,Sea,7.08,5.78,1
V102,6.96,Asia-Europe,New York,Road,3.89,3.69,1
V106,3.63,Asia-Europe,Mumbai,Rail,5.31,2.05,0
V103,8.24,Asia-Europe,Berlin,Rail,8.94,7.1,1
V102,2.04,Asia-Europe,Dubai,Sea,2.57,0.91,0
V105,4.69,US-Asia,Dubai,Air,2.4,9.71,1
V106,8.01,Africa-Europe,Berlin,Rail,2.63,9.79,1
V105,1.8,Europe-US,Singapore,Sea,3.38,1.3,0
V106,1.1,MiddleEast-Asia,Shanghai,Sea,1.07,1.04,0
V105,8.84,Asia-Europe,Shanghai,Air,6.97,4.13,1
V102,3.43,Africa-Europe,New York,Rail,2.07,9.64,1
V106,6.84,Asia-Europe,Singapore,Air,9.26,4,1
V106,0.25,Asia-Europe,Mumbai,Road,2.16,3.64,0
V104,6.9,Asia-Europe,Dubai,Air,2.56,7.04,1
V104,3.16,Asia-Europe,New York,Air,2.97,1.79,0
V101,0.56,Asia-Europe,Berlin,Sea,7.69,3.63,0
V105,6.1,MiddleEast-Asia,Singapore,Air,4.28,2.91,1
V104,2.41,Africa-Europe,Dubai,Road,8.19,6.02,1
V101,3.87,Asia-Europe,Mumbai,Sea,7.85,1.63,1
V104,0.81,Asia-Europe,Mumbai,Road,9.29,5.49,1
V105,1.47,Asia-Europe,Shanghai,Air,7.57,8.58,1
V106,2.98,Asia-Europe,New York,Road,0.52,5.14,0
V103,0.9,US-Asia,Berlin,Road,8.37,6.83,1
V105,9.11,US-Asia,Dubai,Air,9.38,0.75,1
V102,0.06,Europe-US,Mumbai,Air,9.94,4.49,1
V104,4.84,Asia-Europe,Dubai,Sea,1.25,0.95,0
V104,1.23,Europe-US,Berlin,Sea,6.13,5.99,1
V106,3.08,MiddleEast-Asia,Dubai,Rail,1.99,2.81,0
V102,9.26,Europe-US,New York,Sea,2.63,2.87,1
V106,1.62,Africa-Europe,Shanghai,Air,7.46,0.77,0
V102,9.66,US-Asia,Dubai,Road,9.78,3.1,1
V103,2.06,US-Asia,Singapore,Road,5.95,5.07,1
V104,7.42,Asia-Europe,Shanghai,Sea,8.51,5.85,1
V104,5.47,Asia-Europe,Berlin,Sea,0.09,0.67,0
V103,8.84,MiddleEast-Asia,Shanghai,Air,0.37,6.51,1
V101,5.54,MiddleEast-Asia,Dubai,Road,5.97,4.89,1
V106,5.35,Africa-Europe,Dubai,Rail,3.89,5.37,1
V103,1.95,Asia-Europe,Singapore,Rail,8.9,8.33,1
